"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1961",0.0365579919425851,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1962",5.46488426315054,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1963",6.14292842490441,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1964",6.20135805693389,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1965",5.01911987114066,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1966",2.93053587945356,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1967",7.19140296198554,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1968",5.33764872859439,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1969",6.21359223300968,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1970",6.95457121381332,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1971",3.88811418259372,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1972",2.27675761035412,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1973",4.35304230982696,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1974",1.622155529385,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1975",2.48283325135262,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1976",3.83800917313188,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1977",1.48596679362497,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1978",2.01750055110519,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1979",4.58148725559004,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1980",2.71521414691292,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1981",4.18169092991661,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1982",-0.356959920597483,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1983",-0.194092664834656,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1984",6.58246046416102,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1985",5.02185904229691,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1986",1.85862095657487,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1987",5.29074840271317,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1988",4.43171717846764,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1989",4.31058756072967,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1990",1.405009987583,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1991",-1.33085207686253,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1992",2.98063433824183,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1993",4.09362087238174,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1994",4.73867667566207,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1995",3.08026693753618,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1996",4.04928308955981,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.16277999323817,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.99107409963768,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.20544212872864,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.30932256020788,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.72715084572037,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2002",3.94023798377292,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.92140565762613,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.9700024321076,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.06008893653158,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.75686737713066,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2007",4.42928168304269,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2008",2.54501470370803,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2009",1.88540321154038,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2010",2.44804521322779,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2011",2.73252910031248,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2012",3.92991651985527,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2013",2.09955202129501,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.54899970725434,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.29548054919908,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.73001048584416,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.44090583203266,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.88025320720441,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.94433927227522,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2020",-2.50519223295663,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2021",5.1336157422726,
"AUS","REALGDPFORECAST","TOT","AGRWTH","A","2022",3.43338632554238,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1971",5.11312929812599,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1972",6.20786095989677,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1973",4.88730054233664,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1974",3.9437503736026,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1975",-0.362303213284637,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1976",4.57700243856703,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1977",5.0799808029688,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1978",-0.210653479147563,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1979",5.35669983786286,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1980",1.73148542003504,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.144294507155452,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1982",2.01125437466051,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1983",2.97308801041671,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1984",0.0512752362018046,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1985",2.49867850447051,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1986",2.30139277197375,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1987",1.35716801209087,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1988",3.29588022411274,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1989",3.88707477850498,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1990",4.34564153855758,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1991",3.44162741410219,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1992",2.09352473143995,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1993",0.526809459820021,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1994",2.40211876654065,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.66798366438832,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1996",2.30458991700549,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1997",2.21366278854154,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.45835526130048,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.37960308942786,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.68014649563512,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.22746719780371,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.73052208402081,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2003",0.988394939887165,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2004",2.48597624612596,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.42359915410152,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2006",3.5677261893936,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.69808822288266,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2008",1.49508758048898,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2009",-3.76593058928839,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.72438459842001,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2011",3.116253597306,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2012",0.742041763577307,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2013",-0.0339386364241268,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2014",0.812473874346232,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2015",0.937884945806796,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.98537044882064,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.49790835011584,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.51687196161782,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.44503375302477,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2020",-6.70030419611324,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2021",3.41511588315367,
"AUT","REALGDPFORECAST","TOT","AGRWTH","A","2022",4.23812149150729,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1961",4.97401187663623,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1962",5.18151481936112,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1963",4.40404769422769,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1964",6.94762636982809,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1965",3.58614517362041,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1966",3.10699378601237,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1967",3.86878898854791,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1968",4.17223020051129,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1969",6.62316417856936,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1970",6.19199418933092,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1971",3.75302137019925,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1972",5.25564666032266,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1973",6.12232756983199,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1974",4.19963425017954,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1975",-1.32700026476008,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1976",5.65275096654565,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1977",0.62613547752955,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1978",2.84191266438313,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1979",2.34105800146799,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1980",4.47950122103937,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.279283619223151,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1982",0.594986944531234,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1983",0.311842729140519,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1984",2.46638265896655,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1985",1.65179284282231,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1986",1.82276212750618,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1987",2.30665942919147,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1988",4.72320890020784,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1989",3.46916681332655,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1990",3.13740245549282,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1991",1.8330742974798,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1992",1.5306548101035,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1993",-0.961873090754539,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.22697146873092,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.3847572218807,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.31705357298817,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.79394169267107,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1998",1.96267332850527,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.54254771508442,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.724051995129,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.09272708519145,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.70629823908581,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2003",1.03799694324948,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.57026048358837,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.32669610281222,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.5531938344199,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.67237710379812,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.444989270497496,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2009",-2.01796325299495,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2010",2.86426788291183,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.69472,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2012",0.739090485720399,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2013",0.459292170292942,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.57878110238574,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.04130608326841,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.26661259125223,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.62164083605858,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.78768396284717,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.78469560515843,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2020",-6.28366409395898,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2021",4.7259594598551,
"BEL","REALGDPFORECAST","TOT","AGRWTH","A","2022",3.50613796732834,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1962",7.4253691206278,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1963",5.3495359568791,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1964",6.64288203622611,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1965",6.31670312322511,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1966",6.70481636258137,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1967",3.09136002793382,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1968",4.99550970456695,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1969",5.04550379609442,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1970",2.95996997714415,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1971",3.97033847751788,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1972",5.50963687586853,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1973",6.83581949905097,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1974",3.28031931914511,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1975",1.46112655426563,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1976",5.87873727099215,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1977",3.43811424714362,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1978",3.68353907774067,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1979",3.7111335263899,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1980",2.15553607875367,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1981",3.47406489520687,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1982",-3.18726208359968,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1983",2.60133944725204,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1984",5.90845704237475,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1985",4.73739989680139,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1986",2.14497205125581,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1987",4.07295912943793,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1988",4.41011097658266,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1989",2.31697930309981,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1990",0.164672536211564,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1991",-2.08608547658098,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1992",0.900259571570145,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1993",2.66085657797454,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1994",4.49446621386473,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.6939762700106,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.61917246923065,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.2800400775141,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.89615183927225,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","1999",5.16291359758597,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2000",5.17763568884522,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.78997283607414,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2002",3.01805054641656,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2003",1.80151809769703,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.08698081808454,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.20420042908284,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.63430381242517,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2007",2.07182504628009,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2008",1.00428918651197,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2009",-2.92595561139426,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2010",3.08991945423415,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2011",3.14610049466808,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.76096156036359,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2013",2.32912252127708,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.8700360407459,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2015",0.659176888685086,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.0013944267607,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2017",3.03988019360382,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.42954758663782,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.86141534430309,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2020",-5.40279854864002,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2021",6.13417266779245,
"CAN","REALGDPFORECAST","TOT","AGRWTH","A","2022",3.7536355408426,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","1996",4.16112572782363,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","1997",-0.541647120470685,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","1998",-0.346112264028602,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","1999",1.2315015688946,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.33006645633349,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2001",3.03052042684202,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.48981565354019,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2003",3.58028922655095,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2004",4.66442609146356,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2005",6.6746563018981,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2006",6.94338733187033,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2007",5.55614705345327,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2008",2.51890106684005,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.51700315597367,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2010",2.28258603363869,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.7615018275961,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2012",-0.711583752648987,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2013",-0.0437502184016038,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.2616503894961,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2015",5.46460205227688,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.44558434898624,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2017",5.35860890021031,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2018",3.18170214938478,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.24571129973005,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2020",-5.61383825210613,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2021",3.28220428865715,
"CZE","REALGDPFORECAST","TOT","AGRWTH","A","2022",4.88721781683048,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1967",5.53037000953748,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1968",5.55307656869711,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1969",6.50924838603099,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1970",1.5968418410614,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1971",3.00499556647536,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1972",3.92938528646852,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1973",4.09294614203842,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1974",-1.12239431173968,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1975",-1.45664495441161,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1976",5.92460627085122,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1977",1.87029095804985,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1978",2.22630855067551,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1979",3.86911153855898,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1980",-0.482986397905666,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.666124081082266,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1982",3.68457289476816,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1983",2.59607192385986,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1984",4.16613796721729,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1985",4.00375176740253,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1986",4.90417842344755,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1987",0.254266245820031,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1988",-0.0136011571466924,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1989",0.645187428614217,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1990",1.47524426112955,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1991",1.39363400675639,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1992",1.95700670162852,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1993",0.0106876555959701,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1994",5.33246265700015,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1995",3.02758731062763,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1996",2.90010371914328,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.26089301748718,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1998",2.21815494557833,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","1999",2.9480258276312,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.74685575391235,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2001",0.823149398455823,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2002",0.46635089722031,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2003",0.390062115749703,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2004",2.66821738178802,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.33663580296796,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2006",3.91300892777322,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2007",0.909236835984537,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2008",-0.512014632395548,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.90654160612992,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.87098732905737,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.33678048396908,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2012",0.226495758864872,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2013",0.933343743146133,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.61939104329424,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.34259327383897,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2016",3.24595477351668,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.8217393136495,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.17564410705707,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.84950784653104,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2020",-2.73327465217859,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.82200788426952,
"DNK","REALGDPFORECAST","TOT","AGRWTH","A","2022",2.90656544008299,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1961",7.60511276055873,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1962",2.98175246826516,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1963",3.28489802906117,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1964",5.23889441405602,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1965",5.30294826992176,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1966",2.37258347978909,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1967",2.16875171217243,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1968",2.30325780935781,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1969",9.59357690762,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1970",7.47032516760601,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1971",2.06362026191813,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1972",7.59971540996948,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1973",6.60076917886766,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1974",3.07418683106209,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1975",1.06908197727985,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1976",0.165341538107621,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1977",0.602859275420575,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1978",2.50114142221208,
"FIN","REALGDPFORECAST","TOT","AGRWTH","A","1979",6.72318035662086,
